drugname,count
Volume (mL)-dextrose 5 % and 0.45% NaCl 5-0.45 % bolus 75 mL (ml/hr),3
Aminophylline  (ml/hr),5
Nitroprusside (),511
D5 1/2 NSS w/ 40 meq KCL (ml/hr),2
0.9% nacl (ml/hr),390
D5W w/150mEq Bicarb (ml/hr),2
PROTONIX,2
Midazolam (mcg/kg/min),142
levothyroxine (ml/hr),3
Furosemide,194
Norepinephrine STD 32 mg Dextrose 5% 500 ml (mcg/min),5
"Volume (mL)-sodium chloride 0.9 % bolus 4,350 mL (ml/hr)",1
Vecuronium (mcg/kg/min) (mcg/kg/min),36
D5W 0.9NSS,1
0.9%  Normal Saline (ml/hr),41
D5/0.45NS/40 KCL (ml/hr),8
IVF sterile water+ bicarbs+40K (ml/hr),25
argatroban (mg/hr),18
Oxytocin (ml/hr),14
Nitroprusside(Nipride)STD 100 mg Dextrose 5% 250 ml (mcg/kg/min),18
Replete TF (ml/hr),60
"Vancomycin Inj 2,000 mg in Dextrose 5% 500 ml (ml/hr)",1
D5.45 (ml/hr),74
NS Replacement (ml/hr),22
bicarb iv (ml/hr),7
3% Nacl (ml/hr),4
NORMAL SALINE (ml/hr),422
D5 1/2 NS WITH 20 KCL (ml/hr),24
Fibersource,1
KETAMINE (mg/hr),126
D5 0.45% NS + 40mEq K (ml/hr),3
Oxytocin IVF Infused (ml/hr),145
insulin (ml/hr),53
sterile water w/ 150meq NaHCO3 (ml/hr),1
LR WITH 40 Meq (ml/hr),8
 argatroban (mcg/kg/min),96
Esomeprazole (ml/hr),9
NSS w/ECOS right (ml/hr),18
NS WITH 20K (ml/hr),14
 D5 W/100meq Bicarb (ml/hr),5
Sterile Water w/ 150mEq Sod Bicarb (ml/hr),18
Esmolol 2500 mg/Ns 250 ml (),1
Volume (mL) Vecuronium ,1
vanco0.40mg/ml (ml/hr),4
DILAUDID (ml/hr),17
D5W/150mEq Bicarb (ml/hr),3
Lidocaine (),214
D5/LR/40mEq potassium (ml/hr),9
Cryo (ml/hr),8
".45 normal saline,  (ml/hr)",41
D5W,42
K PHOS & MAG RIDER (ml/hr),1
Norepinephrine (mg/kg/min),9
morphine PCA (mg/hr),5
Lipid 20% (ml/hr),19
Volume (mL) Magnesium ,39
Acetylcystine 20% (mg/kg/hr),118
ivf+ MVI,1
Acetylecystine (ml/hr),5
Midazolam (mg/hr),143511
0.9% sodium chloride (ml/hr),46
Prograft (ml/hr),47
ALBUMIN (ml/hr),30
Diltiazem Inj 125 mg in Dextrose 5% 100 ml (),1
D5W 150bicarb (ml/hr),7
dilaudid (mg/min),6
D5/0.45/40KCL (ml/hr),6
Ketamine (mg/hr),2953
D5W+MVI/Thiamine/FolicAcid,2
BLood products (ml/hr),4
D10 (mg/hr),22
3% SODIUM CHLORIDE (ml/hr),27
SODIUM CHLORIDE 3% (ml/hr),79
.45NS w/75mEq NaBicarb (ml/hr),24
D5 1/2NS + 40 mEq K (ml/hr),9
D5W 0.45 NS w 20 mEq kCl (ml/hr),22
D5 1/2nss (ml/hr),6
Anti-Fungal/ Abx (ml/hr),1
aminophylline (mg/hr),9
Morphine (mg/hr),6461
D5 1/2NS w/40mEq KCL (ml/hr),4
Hypertonic NSS (ml/hr),35
NARCAN (ml/hr),11
NSS w/5gms Calcium gluconate (ml/hr),14
Magnesium Sulfate STD 1 g Sterile Water (SWFI) 50 ml  Premix (Unknown),1
IV ABx (ml/hr),19
ivs (ml/hr),4
Sodium bicarbonate with Sterile Water (ml/hr),16
Mag Sulfate + Potassium Phosphate,1
NS to RLE (ml/hr),2
NS @ 60 (ml/hr),15
.9 NS (ml/hr),1365
1/2 NS + 20 KCL (ml/hr),37
Iron Sucrose (ml/hr),1
Albumin 25G/100ml (ml/hr),2
Dexmedetomidine Inj 400 Mcg in Dextrose 5% 100 ml (),3
NS +Abx (ml/hr),64
Abciximab (Reopro) 3.6 mg Sodium Chloride 0.9% 250 ml (mcg/min),1
D5W w 150mEq NaHCO3 (ml/hr),48
ns w 20 k (ml/hr),28
Rocuronium (mcg/kg/min),452
NS1/2 + 20KCL (ml/hr),5
D5w (ml/hr),148
D5%Na Bicarbonate (ml/hr),27
NS 20meq K,1
banana bag (ml/hr),108
D5 1/2 NS W 20KCL (ml/hr),25
Insulin,1346
"Volume (mL)-sodium chloride 0.9 % bolus 2,000 mL",2
3% NA+ CL (ml/hr),40
NSS # 2 (ml/hr),100
normalsol (ml/hr),39
Potassium phosphate 40mol (ml/hr),9
narcan (mcg/hr),13
D5RL,3
Nafcilln (mg/hr),57
Calcium GLUCONATE STD 1 g Sodium Chloride 0.9% 200 ml (Unknown),1
D5-3 Bicarb (ml/hr),1
IV BOLUS (ml/hr),4
tPA,1
Volume (mL)-dextrose 5 % bolus 250 mL (ml/hr),1
Insulin- Scale A (units/hr),290
Acetadote,6
D5 Barcrbonate (150 meq) (ml/hr),3
kcl 40 meq,2
ABX/KVO (ml/hr),84
Atracurium (),5
bolus  (ml/hr),2
Dextrose 5%/NaCl 0.45%,1
D5W w NA Bicarb (ml/hr),30
60meq Potassium in 250 D5W (ml/hr),6
NS w/10 kcl  (ml/hr),14
NSS carrier heparin (ml/hr),34
sterile water with 150 MEQ NA bicarb (ml/hr),7
nss +abx (ml/hr),10
synthroid (mcg/hr),40
SODIUM BICARB 150 MEQ (ml/hr),5
Phenylephrine (mg/hr),3
D5W w/ 40KCL,2
D5W w/150meq bicarb (ml/hr),2
Integrillin (mcg/kg/min),11
Naffacilin (mg/hr),8
D5/0.45 NS (ml/hr),18
NS w/ tPA (ml/hr),52
0.9% Sodium Chloride NSS (ml/hr),9
Amicar mL/hr (ml/hr),6
sodium bicarbonate 2 AMPS (ml/hr),32
IVF + electrolytes (ml/hr),29
NSS (ml/hr),62876
D5W 0.45NS (ml/hr),52
D5NS MVI ,1
abx (ml/hr),175
Nitroglycerin,250
ATRACRIUM (mcg/kg/min),16
D5 1/2 NS 20KCL (ml/hr),25
Pantoprazole (Unknown),28
D10/ 0.2NS (ml/hr),6
Midazolam (Versed) 100 mg Sodium Chloride 0.9% 100 ml (mg/hr),892
Furosemide (),4155
Albumin w/ Bumex (ml/hr),4
0.45% NSS #2 (ml/hr),9
Blood (ml/hr),68
D51/2ns with 20kcl/l,1
"D5  w/ NaHCO3, 150 mEq (ml/hr)",1
Tirofiban,2
D5.9NSS (ml/hr),125
Cefazolin 2 gm/D5w 50 ml (ml/hr),3
1/2NS w/50MEQ NaBicarb. (ml/hr),11
Vancomycin 1 gm/Dextrose 200 ml (ml/hr),2
Bolus (ml/hr),132
D5/0.9 NS c 40 K+ (ml/hr),8
Sodium Bxc (ml/hr),5
Nimbex (mcg/kg/min),6064
Nitroglycerine (mcg/kg/min) (mcg/kg/min),1
D5W with bicarb (ml/hr),26
mag (mg/hr),1
D5W w/3amps Bicarb,1
iv (ml/hr),1729
Volume (mL) Levothyroxine (ml/hr),32
LASIX (ml/hr),253
Nicardipine (),6732
1/2NS + 40 KCl (ml/hr),39
D5/ 0.45%NS (ml/hr),38
NS + 20 MEQ (ml/hr),12
0.9% NS w/MVI (ml/hr),5
D5 0.45 NS  (ml/hr),26
NS w/ 20 mEq K+ (ml/hr),11
Sterile Water + 75mEQ NA Bicarb (ml/hr),13
D5/.45NSS,1
D5 0.45%NS  (ml/hr),4
Levothyroxine (mcg/hr),415
LR /30meq KCL (ml/hr),2
